gene	BF.misA	BF.misB	BF.pLoF	BF.total	qval	pval	oe_lof_upper	oe_lof_upper_bin	dn.misA	dn.misB	dn.pLoF	case.pLoF	ctrl.pLoF
IBA57	0.910821	0.977489	0.136066	0.121142	0.981473	0.687783	0.957	5	0	0	0	0	0
RXFP4	0.893133	0.972839	0.139424	0.121142	0.981474	0.68784	1.698	8	0	0	0	0	0
METTL8	0.932195	0.983023	0.132192	0.121136	0.981476	0.687896	1.335	7	0	0	0	0	0
GOLGA6A	0.956635	0.98924	0.127995	0.121127	0.981477	0.687953	1.504	8	0	0	0	0	0
NIT1	0.922722	0.980581	0.13387	0.121126	0.981478	0.688008	1.085	6	0	0	0	0	0
GOLGA6B	0.935286	0.983815	0.131626	0.121115	0.98148	0.688064	1.695	8	0	0	0	0	0
TRMT61A	0.890198	0.972061	0.139953	0.121105	0.981481	0.688174	0.966	5	0	0	0	0	0
COPS5	0.936956	0.984243	0.131314	0.121097	0.981482	0.68823	0.144	0	0	0	0	0	0
IRF1	0.930296	0.982534	0.13247	0.121084	0.981484	0.688287	0.256	0	0	0	0	0	0
RALGAPA1	0.679171	0.910559	0.195791	0.121082	0.981485	0.688354	0.232	0	0	0	0	0	1
RIMKLA	0.914561	0.978464	0.135305	0.12108	0.981486	0.688409	1.015	5	0	0	0	0	0
LPPR5	0.937488	0.984379	0.131201	0.121078	0.981488	0.688467	0.648	3	0	0	0	0	0
PEX13	0.918449	0.979474	0.134581	0.121069	0.981489	0.688554	1.015	5	0	0	0	0	0
ADH1B	0.917285	0.979172	0.134792	0.121067	0.98149	0.688609	1.241	6	0	0	0	0	0
SUGT1	0.942191	0.985579	0.130375	0.121067	0.981491	0.688665	0.455	2	0	0	0	0	0
NPBWR2	0.88475	0.970612	0.140974	0.121061	0.981493	0.688722	1.783	9	0	0	0	0	0
LRRC17	0.910342	0.977364	0.136051	0.121049	0.981494	0.688778	1.172	6	0	0	0	0	0
AMY2A	0.948301	0.987133	0.12931	0.121047	0.981495	0.688834	1.678	8	0	0	0	0	0
ZIC1	0.908533	0.976891	0.13638	0.121043	0.981497	0.688889	0.364	1	0	0	0	0	0
EPHX4	0.937741	0.984444	0.131113	0.121037	0.981498	0.689032	0.907	4	0	0	0	0	0
METTL2A	0.925679	0.981345	0.133234	0.121031	0.981499	0.689089	1.352	7	0	0	0	0	0
GNA12	0.903191	0.975491	0.137353	0.121016	0.981501	0.689145	0.276	1	0	0	0	0	0
OPCML	0.918401	0.979462	0.134502	0.12099	0.981502	0.689231	0.575	2	0	0	0	0	0
B3GNT6	0.892263	0.972608	0.139389	0.120964	0.981503	0.689287	1.885	9	0	0	0	0	0
SERPINI1	0.929749	0.982394	0.13242	0.12095	0.981505	0.689343	0.644	3	0	0	0	0	0
LSAMP	0.924345	0.981001	0.13338	0.120947	0.981506	0.689399	0.269	1	0	0	0	0	0
TRMT12	0.919222	0.979675	0.134305	0.120947	0.981507	0.689456	0.531	2	0	0	0	0	0
SFTPD	0.91954	0.979757	0.134246	0.120946	0.981509	0.689512	0.979	5	0	0	0	0	0
GATSL3	0.911457	0.977655	0.135718	0.120937	0.98151	0.689569	0.746	3	0	0	0	0	0
LACC1	0.922777	0.980595	0.133647	0.120934	0.981511	0.689623	1.076	6	0	0	0	0	0
TTPAL	0.915585	0.97873	0.134952	0.120932	0.981513	0.68968	0.665	3	0	0	0	0	0
HOMER1	0.930041	0.982469	0.132342	0.120925	0.981514	0.689737	0.145	0	0	0	0	0	0
PLAUR	0.911313	0.977617	0.135718	0.120913	0.981515	0.689825	0.84	4	0	0	0	0	0
ZNF556	0.894722	0.973259	0.138853	0.120913	0.981516	0.689881	1.783	9	0	0	0	0	0
KHDRBS3	0.928783	0.982145	0.132549	0.120911	0.981518	0.689937	0.493	2	0	0	0	0	0
EGLN1	0.922909	0.98063	0.133588	0.120901	0.981519	0.689993	0.303	1	0	0	0	0	0
HARBI1	0.915482	0.978703	0.134935	0.1209	0.98152	0.69005	1.01	5	0	0	0	0	0
JAM3	0.922175	0.98044	0.133707	0.120889	0.981522	0.690106	0.843	4	0	0	0	0	0
GLRX3	0.942217	0.985586	0.130177	0.120887	0.981523	0.690162	0.477	2	0	0	0	0	0
ZPBP2	0.92664	0.981593	0.132891	0.120875	0.981524	0.690218	1.259	7	0	0	0	0	0
FEZF1	0.912847	0.978017	0.135389	0.120873	0.981526	0.690275	0.342	1	0	0	0	0	0
PDHB	0.929209	0.982255	0.132414	0.120857	0.981527	0.690355	0.553	2	0	0	0	0	0
GPR25	0.885652	0.970852	0.140551	0.120851	0.981528	0.690411	1.264	7	0	0	0	0	0
AHSA1	0.927542	0.981826	0.132696	0.120844	0.98153	0.690468	0.15	0	0	0	0	0	0
SAE1	0.927002	0.981686	0.132791	0.120843	0.981531	0.690524	0.269	1	0	0	0	0	0
FAM46C	0.896273	0.973669	0.13847	0.120839	0.981532	0.690581	0.322	1	0	0	0	0	0
GTF2B	0.932473	0.983094	0.131814	0.120835	0.981533	0.690637	0.918	5	0	0	0	0	0
DUSP16	0.853707	0.962233	0.147096	0.120834	0.981535	0.690669	0.502	2	0	0	0	0	2
KLF3	0.908677	0.976928	0.136116	0.120832	0.981536	0.690726	0.431	2	0	0	0	0	0
PLAGL1	0.904805	0.975914	0.136833	0.120825	0.981537	0.690782	0.26	0	0	0	0	0	0
TCF7	0.921565	0.980282	0.133743	0.120823	0.981539	0.690839	0.712	3	0	0	0	0	0
AKR1A1	0.922251	0.980459	0.133618	0.120821	0.98154	0.690896	1.121	6	0	0	0	0	0
TGOLN2	0.905083	0.975987	0.136772	0.120817	0.981541	0.690952	0.948	5	0	0	0	0	0
CTD-2116N17.1	0.920929	0.980117	0.133843	0.120809	0.981543	0.691008	0.494	2	0	0	0	0	0
SLC35E4	0.893006	0.972805	0.13906	0.120805	0.981544	0.691065	1.085	6	0	0	0	0	0
MUC21	0.899877	0.974619	0.137739	0.120802	0.981545	0.691122	1.407	7	0	0	0	0	0
YIF1B	0.913066	0.978074	0.135257	0.120791	0.981547	0.691178	1.101	6	0	0	0	0	0
FAM81A	0.918953	0.979605	0.13418	0.120791	0.981548	0.691235	0.532	2	0	0	0	0	0
CNOT11	0.892009	0.972541	0.139206	0.120763	0.981549	0.691317	0.452	2	0	0	0	0	0
BMP2	0.908268	0.976821	0.136108	0.120757	0.98155	0.691374	0.224	0	0	0	0	0	0
ZNF100	0.906858	0.976452	0.136371	0.120757	0.981552	0.69143	1.63	8	0	0	0	0	0
HIF1AN	0.933617	0.983387	0.131519	0.120749	0.981553	0.691487	0.557	2	0	0	0	0	0
ITPKA	0.926062	0.981444	0.132853	0.120747	0.981554	0.691544	0.472	2	0	0	0	0	0
GNB2L1	0.928327	0.982028	0.132445	0.120742	0.981556	0.691631	0.16	0	0	0	0	0	0
PAICS	0.93289	0.983201	0.131638	0.120741	0.981557	0.691688	0.826	4	0	0	0	0	0
SUMF2	0.923686	0.98083	0.133267	0.120737	0.981558	0.691744	1.279	7	0	0	0	0	0
FAM222A	0.858036	0.963414	0.146057	0.120737	0.98156	0.691801	0.446	2	0	0	0	0	0
LUZP2	0.939224	0.984822	0.130529	0.120735	0.981561	0.691857	1.222	6	0	0	0	0	0
SAPCD2	0.92275	0.980588	0.133423	0.120727	0.981562	0.691944	0.89	4	0	0	0	0	0
MFNG	0.911484	0.977662	0.13547	0.12072	0.981564	0.692001	1.559	8	0	0	0	0	0
PAX1	0.907756	0.976688	0.136161	0.12072	0.981565	0.692057	0.498	2	0	0	0	0	0
DACT3	0.913669	0.978231	0.135062	0.120716	0.981566	0.692113	0.603	3	0	0	0	0	0
TBP	0.931252	0.98278	0.131898	0.120716	0.981567	0.692169	0.619	3	0	0	0	0	0
VSX2	0.906205	0.976281	0.13644	0.12071	0.981569	0.692225	1.043	5	0	0	0	0	0
GJA4	0.897827	0.974079	0.138019	0.120705	0.98157	0.692282	0.784	4	0	0	0	0	0
CD1B	0.930846	0.982676	0.131947	0.120694	0.981571	0.692339	1.338	7	0	0	0	0	0
GET4	0.911806	0.977746	0.135376	0.12069	0.981573	0.69243	0.502	2	0	0	0	0	0
MEIS1	0.918353	0.979449	0.134176	0.120689	0.981574	0.692485	0.136	0	0	0	0	0	0
RP4-559A3.7	0.891815	0.97249	0.139148	0.12068	0.981575	0.692541	1.107	6	0	0	0	0	0
ACAT2	0.924734	0.981101	0.133011	0.120676	0.981577	0.692628	1.143	6	0	0	0	0	0
PYGO1	0.914939	0.978562	0.134775	0.120668	0.981578	0.692685	0.228	0	0	0	0	0	0
SDHB	0.939886	0.984992	0.130339	0.120665	0.981579	0.692741	0.825	4	0	0	0	0	0
PPP2R4	0.922431	0.980506	0.133411	0.120664	0.981581	0.692796	0.258	0	0	0	0	0	0
MCU	0.932652	0.98314	0.131581	0.12065	0.981582	0.692853	0.407	1	0	0	0	0	0
RRM2B	0.933764	0.983425	0.131383	0.120647	0.981583	0.692909	0.699	3	0	0	0	0	0
EGR3	0.891267	0.972344	0.139212	0.120644	0.981584	0.692965	0.312	1	0	0	0	0	0
ARG2	0.933217	0.983285	0.131473	0.120642	0.981586	0.693021	0.859	4	0	0	0	0	0
ZNF639	0.919933	0.979859	0.13383	0.120635	0.981587	0.693077	0.86	4	0	0	0	0	0
SERPINE3	0.913882	0.978287	0.134919	0.120623	0.981588	0.693133	1.116	6	0	0	0	0	0
FBP2	0.910896	0.977508	0.135466	0.12062	0.98159	0.693189	0.993	5	0	0	0	0	0
HS3ST1	0.889618	0.971907	0.139491	0.120608	0.981591	0.693246	1.113	6	0	0	0	0	0
RMND5A	0.9309	0.98269	0.13184	0.120606	0.981592	0.693303	0.375	1	0	0	0	0	0
ZNF200	0.92293	0.980635	0.133254	0.120603	0.981594	0.693359	1.16	6	0	0	0	0	0
HEYL	0.915908	0.978814	0.13452	0.120597	0.981595	0.693416	1.397	7	0	0	0	0	0
GNAI3	0.93184	0.982931	0.131648	0.120581	0.981596	0.693472	0.611	3	0	0	0	0	0
CDK4	0.927329	0.981771	0.132436	0.120573	0.981597	0.693561	0.642	3	0	0	0	0	0
SLC52A1	0.902317	0.975261	0.137013	0.120571	0.981599	0.693618	1.506	8	0	0	0	0	0
MBD3	0.894923	0.973312	0.138422	0.120571	0.9816	0.693675	0.26	0	0	0	0	0	0
RYK	0.900093	0.974676	0.137418	0.120557	0.981601	0.693771	0.289	1	0	0	0	0	0
LPGAT1	0.932718	0.983156	0.13146	0.12055	0.981603	0.693828	0.302	1	0	0	0	0	0
QKI	0.926041	0.981438	0.132623	0.120535	0.981604	0.693884	0.437	2	0	0	0	0	0
FYTTD1	0.929319	0.982283	0.13203	0.120524	0.981605	0.693941	0.507	2	0	0	0	0	0
RPIA	0.929793	0.982405	0.131943	0.120521	0.981607	0.693997	0.889	4	0	0	0	0	0
DMRTB1	0.894688	0.97325	0.1384	0.120513	0.981608	0.694054	0.466	2	0	0	0	0	0
SEPP1	0.930174	0.982503	0.13186	0.120507	0.981609	0.69411	1.094	6	0	0	0	0	0
KCMF1	0.903164	0.975484	0.136777	0.120504	0.98161	0.694166	0.296	1	0	0	0	0	0
MRI1	0.908724	0.976941	0.135737	0.120503	0.981612	0.694221	1.102	6	0	0	0	0	0
RNF144A	0.924297	0.980988	0.132895	0.120499	0.981613	0.694334	0.347	1	0	0	0	0	0
CCNJ	0.916892	0.97907	0.134213	0.120483	0.981614	0.694391	0.165	0	0	0	0	0	0
PGGT1B	0.931808	0.982923	0.131538	0.120475	0.981616	0.694447	0.605	3	0	0	0	0	0
HLA-A	0.920756	0.980072	0.133502	0.120474	0.981617	0.694504	0.754	4	0	0	0	0	0
UTS2R	0.878717	0.969	0.141479	0.120466	0.981618	0.694588	1.925	9	0	0	0	0	0
HOMER2	0.913793	0.978264	0.13476	0.120466	0.981619	0.694645	0.659	3	0	0	0	0	0
DRD1	0.899188	0.974438	0.13748	0.120461	0.981621	0.694701	0.307	1	0	0	0	0	0
CCDC101	0.908813	0.976964	0.13567	0.120458	0.981622	0.694757	0.82	4	0	0	0	0	0
HFE	0.923922	0.980891	0.132907	0.120449	0.981623	0.69487	1.186	6	0	0	0	0	0
MAPRE2	0.933984	0.983481	0.13112	0.120441	0.981625	0.694926	0.406	1	0	0	0	0	0
CLEC4M	0.917946	0.979344	0.13397	0.120437	0.981626	0.694982	1.123	6	0	0	0	0	0
CXCR5	0.886921	0.97119	0.139816	0.120433	0.981627	0.695038	0.55	2	0	0	0	0	0
COASY	0.84996	0.961207	0.147411	0.120433	0.981629	0.695068	1.031	5	0	0	0	0	2
DOK6	0.92488	0.981139	0.132712	0.120427	0.98163	0.695124	0.551	2	0	0	0	0	0
ASB5	0.9284	0.982047	0.132069	0.120411	0.981631	0.695182	1.498	8	0	0	0	0	0
MPST	0.895359	0.973428	0.138149	0.120406	0.981632	0.695238	1.344	7	0	0	0	0	0
HEY2	0.903218	0.975498	0.136649	0.1204	0.981634	0.695295	0.407	1	0	0	0	0	0
SYT16	0.852322	0.961854	0.146833	0.120375	0.981635	0.695326	0.775	4	0	0	0	0	2
CELA3A	0.927197	0.981736	0.132239	0.120372	0.981636	0.695381	1.301	7	0	0	0	0	0
SHD	0.912641	0.977963	0.134852	0.12036	0.981638	0.69547	1.125	6	0	0	0	0	0
SMAD7	0.909379	0.977112	0.135449	0.120355	0.981639	0.695526	0.507	2	0	0	0	0	0
B4GALT7	0.898595	0.974282	0.137453	0.120338	0.98164	0.69558	1.11	6	0	0	0	0	0
F11R	0.927113	0.981715	0.132214	0.120336	0.981642	0.695637	1.01	5	0	0	0	0	0
TRIM31	0.920804	0.980085	0.133336	0.120332	0.981643	0.695693	1.043	5	0	0	0	0	0
WDR92	0.927642	0.981851	0.132115	0.120331	0.981644	0.695749	0.668	3	0	0	0	0	0
DMRTA1	0.910629	0.977439	0.135187	0.120327	0.981645	0.695805	1.166	6	0	0	0	0	0
DSN1	0.929399	0.982304	0.131798	0.120325	0.981647	0.695862	1.062	5	0	0	0	0	0
SLC39A11	0.919402	0.979721	0.133574	0.120317	0.981648	0.695918	1.876	9	0	0	0	0	0
GXYLT2	0.9205	0.980006	0.133375	0.120317	0.981649	0.695973	1.502	8	0	0	0	0	0
PROKR1	0.889164	0.971786	0.139242	0.120316	0.981651	0.696085	1.785	9	0	0	0	0	0
GMPR	0.915276	0.97865	0.134309	0.120305	0.981652	0.696174	1.059	5	0	0	0	0	0
NPDC1	0.906633	0.976394	0.135901	0.120304	0.981653	0.696229	0.736	3	0	0	0	0	0
FAM45A	0.932584	0.983122	0.13121	0.120299	0.981654	0.696286	1.11	6	0	0	0	0	0
ACOT12	0.883736	0.970342	0.14028	0.120294	0.981656	0.696318	1.087	6	0	0	0	0	2
STX1B	0.925902	0.981403	0.132378	0.120289	0.981657	0.696375	0.268	1	0	0	0	0	0
PHB2	0.927197	0.981736	0.132145	0.120287	0.981658	0.696431	0.655	3	0	0	0	0	0
C9orf173	0.905409	0.976073	0.136109	0.120286	0.98166	0.696486	1.727	8	0	0	0	0	0
KLHDC8B	0.896098	0.973623	0.137862	0.120279	0.981661	0.696542	1.043	5	0	0	0	0	0
ZNF430	0.906463	0.976349	0.135898	0.120273	0.981662	0.696599	1.295	7	0	0	0	0	0
PDXK	0.91617	0.978882	0.134084	0.120249	0.981663	0.696655	0.438	2	0	0	0	0	0
CREB1	0.932956	0.983218	0.131087	0.120246	0.981665	0.696711	0.223	0	0	0	0	0	0
HNRNPA2B1	0.93276	0.983168	0.13112	0.120245	0.981666	0.696768	0.218	0	0	0	0	0	0
RPRD1B	0.930836	0.982673	0.131442	0.120231	0.981667	0.696824	0.603	3	0	0	0	0	0
TSC22D4	0.898777	0.97433	0.137292	0.120227	0.981669	0.69688	0.296	1	0	0	0	0	0
VAT1	0.906987	0.976486	0.135747	0.120226	0.98167	0.696936	0.837	4	0	0	0	0	0
RAB40C	0.897942	0.974109	0.137448	0.120225	0.981671	0.696991	0.838	4	0	0	0	0	0
PTCD2	0.929717	0.982386	0.131623	0.120217	0.981672	0.697048	1.315	7	0	0	0	0	0
HSD11B2	0.895735	0.973527	0.137859	0.120216	0.981674	0.697104	0.819	4	0	0	0	0	0
MESDC1	0.8854	0.970785	0.139861	0.120215	0.981675	0.69716	0.38	1	0	0	0	0	0
IPMK	0.92719	0.981735	0.132056	0.120205	0.981676	0.697216	0.33	1	0	0	0	0	0
FBXO22	0.919098	0.979642	0.133499	0.120201	0.981678	0.697272	0.296	1	0	0	0	0	0
COPS6	0.921676	0.98031	0.133028	0.120194	0.981679	0.697328	0.272	1	0	0	0	0	0
SCD	0.909721	0.977201	0.135204	0.120194	0.98168	0.697384	0.312	1	0	0	0	0	0
TPST1	0.91954	0.979757	0.133405	0.120188	0.981681	0.69744	0.544	2	0	0	0	0	0
MEMO1	0.938407	0.984614	0.130075	0.120185	0.981683	0.697534	0.242	0	0	0	0	0	0
BRMS1L	0.942164	0.985573	0.129428	0.120183	0.981684	0.697591	0.576	2	0	0	0	0	0
TINAGL1	0.855823	0.962811	0.145841	0.120173	0.981685	0.697619	0.636	3	0	0	0	0	2
SLC35B4	0.929788	0.982404	0.131562	0.120173	0.981687	0.697675	0.963	5	0	0	0	0	0
KLF5	0.914445	0.978433	0.134299	0.12016	0.981688	0.697748	0.437	2	0	0	0	0	0
POLR2C	0.933048	0.983242	0.130972	0.120156	0.981689	0.697804	0.745	3	0	0	0	0	0
KRTAP10-4	0.909175	0.977059	0.135261	0.120155	0.98169	0.69786	1.737	8	0	0	0	0	0
RP11-724O16.1	0.898669	0.974301	0.137226	0.120152	0.981692	0.697916	0.741	3	0	0	0	0	0
PSAT1	0.920521	0.980011	0.133187	0.120151	0.981693	0.697972	1.273	7	0	0	0	0	0
NIM1K	0.892015	0.972543	0.138488	0.120141	0.981694	0.698029	1.448	7	0	0	0	0	0
LTA4H	0.892437	0.972654	0.138393	0.12013	0.981696	0.698062	0.715	3	0	0	0	0	2
RP11-723O4.6	0.884372	0.970511	0.139955	0.120122	0.981697	0.698148	1.228	6	0	0	0	0	0
FAIM2	0.931317	0.982797	0.131238	0.120122	0.981698	0.698205	0.82	4	0	0	0	0	0
AUH	0.930821	0.98267	0.131322	0.120119	0.981699	0.69826	0.964	5	0	0	0	0	0
SEPT7	0.928182	0.98199	0.131782	0.120115	0.981701	0.698316	0.188	0	0	0	0	0	0
C9orf50	0.91641	0.978945	0.133879	0.120105	0.981702	0.698373	1.375	7	0	0	0	0	0
ETV3L	0.917891	0.979329	0.133595	0.12009	0.981703	0.698429	1.416	7	0	0	0	0	0
DYNC2LI1	0.933954	0.983474	0.130728	0.120077	0.981705	0.698525	1.129	6	0	0	0	0	0
PDGFRL	0.909168	0.977057	0.135173	0.120075	0.981706	0.698582	1.795	9	0	0	0	0	0
C3orf58	0.912545	0.977938	0.134548	0.120072	0.981707	0.698638	0.867	4	0	0	0	0	0
NTSR2	0.897389	0.973964	0.137354	0.120051	0.981708	0.698722	1.087	6	0	0	0	0	0
RDH5	0.918994	0.979616	0.133342	0.120042	0.98171	0.698778	1.612	8	0	0	0	0	0
RDH13	0.903638	0.975608	0.136163	0.120041	0.981711	0.698835	1.809	9	0	0	0	0	0
DRG1	0.926076	0.981447	0.132072	0.120039	0.981712	0.698891	0.53	2	0	0	0	0	0
H2AFY	0.905525	0.976103	0.135799	0.120031	0.981714	0.698947	0.479	2	0	0	0	0	0
RLBP1	0.912737	0.977988	0.134463	0.120028	0.981715	0.699003	1.08	6	0	0	0	0	0
GFRA2	0.907259	0.976558	0.135466	0.120022	0.981716	0.69906	0.69	3	0	0	0	0	0
FBXO28	0.921773	0.980336	0.132809	0.120012	0.981717	0.699116	0.271	1	0	0	0	0	0
ANKRD1	0.927023	0.981692	0.131874	0.120012	0.981719	0.699172	1.336	7	0	0	0	0	0
NAPA	0.924234	0.980972	0.132359	0.120003	0.98172	0.699228	0.512	2	0	0	0	0	0
LIMS1	0.928197	0.981994	0.131646	0.119994	0.981721	0.699284	0.771	4	0	0	0	0	0
ZMYND12	0.923166	0.980696	0.132535	0.11999	0.981723	0.69934	0.906	4	0	0	0	0	0
IKZF5	0.910137	0.97731	0.134896	0.119988	0.981724	0.699395	0.458	2	0	0	0	0	0
ARGLU1	0.934707	0.983667	0.130476	0.119965	0.981725	0.699451	0.394	1	0	0	0	0	0
YY1	0.91404	0.978328	0.134148	0.119959	0.981726	0.699507	0.198	0	0	0	0	0	0
NUDCD3	0.922223	0.980452	0.132669	0.119958	0.981728	0.699563	0.491	2	0	0	0	0	0
FAM221B	0.910643	0.977442	0.134766	0.119956	0.981729	0.699619	1.269	7	0	0	0	0	0
FAM49B	0.941233	0.985335	0.129337	0.119951	0.98173	0.699675	0.31	1	0	0	0	0	0
GJC1	0.906892	0.976461	0.135449	0.119946	0.981732	0.69973	0.224	0	0	0	0	0	0
GPR4	0.882994	0.970144	0.140015	0.119941	0.981733	0.699786	0.861	4	0	0	0	0	0
DPAGT1	0.916989	0.979095	0.133582	0.119932	0.981734	0.699843	1.082	6	0	0	0	0	0
TEAD3	0.882922	0.970124	0.139997	0.119913	0.981735	0.699925	0.264	0	0	0	0	0	0
CA10	0.928377	0.982041	0.131526	0.119913	0.981737	0.699981	0.46	2	0	0	0	0	0
GPR26	0.899195	0.97444	0.136854	0.119913	0.981738	0.700037	0.593	3	0	0	0	0	0
CLEC17A	0.927482	0.98181	0.131674	0.119904	0.981739	0.700094	0.94	5	0	0	0	0	0
SSB	0.931395	0.982817	0.130974	0.119892	0.98174	0.70015	0.543	2	0	0	0	0	0
LHX9	0.914836	0.978535	0.133924	0.119889	0.981742	0.700206	0.288	1	0	0	0	0	0
RSPH1	0.917774	0.979299	0.133381	0.11988	0.981743	0.700263	0.985	5	0	0	0	0	0
ATP1B1	0.932665	0.983143	0.130709	0.119852	0.981744	0.700332	0.153	0	0	0	0	0	0
CCDC92	0.899337	0.974477	0.136738	0.119835	0.981746	0.700388	0.619	3	0	0	0	0	0
DOK5	0.919464	0.979737	0.133013	0.119823	0.981747	0.700444	0.834	4	0	0	0	0	0
SLC30A10	0.905749	0.976162	0.135518	0.11982	0.981748	0.7005	0.251	0	0	0	0	0	0
ERCC4	0.801881	0.947746	0.15766	0.119818	0.981749	0.700524	0.896	4	0	0	0	1	3
IST1	0.922348	0.980484	0.132489	0.119816	0.981751	0.70058	0.727	3	0	0	0	0	0
NMNAT2	0.918118	0.979388	0.133237	0.119806	0.981752	0.700636	0.265	0	0	0	0	0	0
GPR83	0.905987	0.976224	0.135456	0.119804	0.981753	0.700691	1.238	6	0	0	0	0	0
ASB1	0.899627	0.974553	0.136647	0.119803	0.981755	0.700747	0.939	5	0	0	0	0	0
LINGO3	0.898919	0.974367	0.13678	0.119802	0.981756	0.700803	1.174	6	0	0	0	0	0
GNA13	0.910233	0.977335	0.134668	0.119801	0.981757	0.700859	0.409	1	0	0	0	0	0
ADAT3	0.87906	0.969092	0.140624	0.119796	0.981758	0.700914	1.459	7	0	0	0	0	0
TMPRSS11B	0.925068	0.981187	0.13198	0.119793	0.98176	0.700971	1.747	8	0	0	0	0	0
FEN1	0.900613	0.974813	0.136442	0.119786	0.981761	0.701046	1.278	7	0	0	0	0	0
QPCTL	0.905409	0.976073	0.135544	0.119786	0.981762	0.701102	1.394	7	0	0	0	0	0
FKBP5	0.907423	0.9766	0.135169	0.119785	0.981763	0.701158	0.418	1	0	0	0	0	0
OXCT2	0.889251	0.971809	0.138601	0.119777	0.981765	0.701214	1.955	9	0	0	0	0	0
MANEAL	0.901458	0.975035	0.136267	0.119773	0.981766	0.701271	0.853	4	0	0	0	0	0
CCNE2	0.936252	0.984063	0.129992	0.119765	0.981767	0.701326	0.377	1	0	0	0	0	0
KCNK13	0.899532	0.974529	0.136608	0.119753	0.981769	0.701383	0.795	4	0	0	0	0	0
SNX21	0.884862	0.970642	0.139426	0.119751	0.98177	0.70144	1.447	7	0	0	0	0	0
WWTR1	0.917416	0.979206	0.133294	0.119743	0.981771	0.701495	0.356	1	0	0	0	0	0
CYR61	0.91439	0.978419	0.13381	0.119714	0.981772	0.701551	0.45	2	0	0	0	0	0
SMPDL3A	0.924561	0.981056	0.131981	0.119712	0.981774	0.701607	1.79	9	0	0	0	0	0
FCGRT	0.906381	0.976328	0.135271	0.119704	0.981775	0.701664	0.691	3	0	0	0	0	0
SLC30A1	0.905674	0.976142	0.135401	0.119703	0.981776	0.701721	0.234	0	0	0	0	0	0
ZBTB8B	0.870802	0.966874	0.142163	0.119695	0.981777	0.70181	0.898	4	0	0	0	0	0
RABEPK	0.92275	0.980588	0.132282	0.119694	0.981779	0.701866	1.392	7	0	0	0	0	0
SFXN1	0.921918	0.980373	0.132424	0.119688	0.98178	0.701922	0.788	4	0	0	0	0	0
CCNY	0.918939	0.979601	0.132954	0.119685	0.981781	0.701979	0.417	1	0	0	0	0	0
CNN2	0.906776	0.976431	0.135171	0.119681	0.981783	0.702064	0.764	4	0	0	0	0	0
KCTD10	0.903374	0.975539	0.135793	0.119671	0.981784	0.70212	0.412	1	0	0	0	0	0
CDKL1	0.924088	0.980934	0.131996	0.11965	0.981785	0.702176	1.086	6	0	0	0	0	0
MRPS31	0.93077	0.982656	0.130816	0.119648	0.981786	0.702232	0.873	4	0	0	0	0	0
IFFO2	0.889531	0.971884	0.138397	0.119647	0.981788	0.702287	0.42	1	0	0	0	0	0
CASP4	0.922549	0.980536	0.13226	0.119642	0.981789	0.702429	1.169	6	0	0	0	0	0
MIEF2	0.8597	0.963867	0.144378	0.119637	0.98179	0.702484	0.831	4	0	0	0	0	0
OPN5	0.923076	0.980673	0.132159	0.119635	0.981791	0.702541	0.395	1	0	0	0	0	0
ST6GALNAC4	0.898845	0.974347	0.136579	0.119614	0.981793	0.702627	1.387	7	0	0	0	0	0
RP11-793H13.10	0.89807	0.974143	0.136725	0.119614	0.981794	0.702684	0.372	1	0	0	0	0	0
PCGF5	0.948517	0.987188	0.127742	0.119613	0.981795	0.70274	0.303	1	0	0	0	0	0
SLC9A3R2	0.901241	0.974978	0.136125	0.119612	0.981797	0.702796	0.701	3	0	0	0	0	0
CKB	0.912059	0.977812	0.134111	0.119603	0.981798	0.702854	0.58	2	0	0	0	0	0
DEDD2	0.895138	0.973369	0.13727	0.119603	0.981799	0.702909	0.771	4	0	0	0	0	0
CPO	0.926981	0.981681	0.131429	0.1196	0.9818	0.702965	1.78	9	0	0	0	0	0
ALKBH5	0.902209	0.975233	0.135928	0.119598	0.981802	0.703022	0.343	1	0	0	0	0	0
MSANTD3-TMEFF1	0.935619	0.9839	0.129915	0.119594	0.981803	0.703078	0.514	2	0	0	0	0	0
ADIPOR2	0.919609	0.979775	0.132727	0.119589	0.981804	0.703134	0.518	2	0	0	0	0	0
GPR135	0.893448	0.972922	0.137568	0.119582	0.981805	0.703245	1.526	8	0	0	0	0	0
TSPYL5	0.895151	0.973373	0.137233	0.119573	0.981807	0.703302	0.448	2	0	0	0	0	0
DUS1L	0.864009	0.965037	0.143405	0.119572	0.981808	0.703332	0.965	5	0	0	0	0	2
HNRNPA1	0.926375	0.981525	0.131503	0.119571	0.981809	0.703389	0.147	0	0	0	0	0	0
LDLRAD3	0.90454	0.975845	0.135461	0.11957	0.98181	0.703444	0.829	4	0	0	0	0	0
AGPAT5	0.92422	0.980968	0.131884	0.11957	0.981812	0.7035	0.979	5	0	0	0	0	0
STX1A	0.911511	0.977669	0.134173	0.119569	0.981813	0.703556	0.293	1	0	0	0	0	0
RNASEL	0.8501	0.961245	0.146312	0.119559	0.981814	0.703585	1.133	6	0	0	0	0	2
PRKACB	0.929771	0.982399	0.130891	0.119557	0.981816	0.703642	0.479	2	0	0	0	0	0
KCNK9	0.8841	0.970439	0.139336	0.119545	0.981817	0.703697	0.307	1	0	0	0	0	0
